Sample 1
4/14/2024 5:07 PM
Wavelength (nm)	10mm Absorbance
373.5	0.491
374.0	0.581
374.5	0.655
375.0	0.669
375.5	0.602
376.0	0.581
376.5	0.624
377.0	0.623
377.5	0.616
378.0	0.676
378.5	0.782
379.0	0.800
379.5	0.828
380.0	0.782
380.5	0.751
381.0	0.735
381.5	0.670
382.0	0.670
382.5	0.675
383.0	0.663
383.5	0.657
384.0	0.693
384.5	0.709
385.0	0.706
385.5	0.680
386.0	0.643
386.5	0.547
387.0	0.534
387.5	0.625
388.0	0.670
388.5	0.737
389.0	0.740
389.5	0.679
390.0	0.639
390.5	0.605
391.0	0.521
391.5	0.427
392.0	0.389
392.5	0.494
393.0	0.516
393.5	0.508
394.0	0.441
394.5	0.468
395.0	0.505
395.5	0.581
396.0	0.575
396.5	0.574
397.0	0.599
397.5	0.690
398.0	0.653
398.5	0.611
399.0	0.496
399.5	0.470
400.0	0.435
400.5	0.415
401.0	0.406
401.5	0.425
402.0	0.426
402.5	0.447
403.0	0.464
403.5	0.475
404.0	0.414
404.5	0.401
405.0	0.415
405.5	0.472
406.0	0.515
406.5	0.548
407.0	0.527
407.5	0.538
408.0	0.544
408.5	0.497
409.0	0.463
409.5	0.502
410.0	0.541
410.5	0.585
411.0	0.553
411.5	0.581
412.0	0.563
412.5	0.488
413.0	0.398
413.5	0.385
414.0	0.377
414.5	0.420
415.0	0.446
415.5	0.455
416.0	0.438
416.5	0.464
417.0	0.459
417.5	0.463
418.0	0.472
418.5	0.455
419.0	0.424
419.5	0.435
420.0	0.428
420.5	0.440
421.0	0.487
421.5	0.550
422.0	0.617
422.5	0.688
423.0	0.717
423.5	0.685
424.0	0.688
424.5	0.725
425.0	0.704
425.5	0.700
426.0	0.724
426.5	0.754
427.0	0.770
427.5	0.742
428.0	0.688
428.5	0.641
429.0	0.633
429.5	0.603
430.0	0.536
430.5	0.464
431.0	0.379
431.5	0.383
432.0	0.395
432.5	0.387
433.0	0.411
433.5	0.430
434.0	0.470
434.5	0.519
435.0	0.521
435.5	0.527
436.0	0.558
436.5	0.619
437.0	0.602
437.5	0.548
438.0	0.536
438.5	0.464
439.0	0.443
439.5	0.480
440.0	0.517
440.5	0.600
441.0	0.724
441.5	0.760
442.0	0.734
442.5	0.721
443.0	0.774
443.5	0.784
444.0	0.803
444.5	0.797
445.0	0.793
445.5	0.791
446.0	0.715
446.5	0.643
447.0	0.546
447.5	0.506
448.0	0.506
448.5	0.530
449.0	0.584
449.5	0.602
450.0	0.635
450.5	0.654
451.0	0.647
451.5	0.647
452.0	0.609
452.5	0.564
453.0	0.559
453.5	0.539
454.0	0.478
454.5	0.429
455.0	0.399
455.5	0.402
456.0	0.436
456.5	0.447
457.0	0.505
457.5	0.535
458.0	0.602
458.5	0.577
459.0	0.510
459.5	0.482
460.0	0.475
460.5	0.468
461.0	0.500
461.5	0.505
462.0	0.494
462.5	0.493
463.0	0.520
463.5	0.500
464.0	0.477
464.5	0.478
465.0	0.496
465.5	0.513
466.0	0.523
466.5	0.485
467.0	0.428
467.5	0.411
468.0	0.395
468.5	0.347
469.0	0.275
469.5	0.267
470.0	0.295
470.5	0.338
471.0	0.349
471.5	0.316
472.0	0.289
472.5	0.347
473.0	0.405
473.5	0.394
474.0	0.386
474.5	0.440
475.0	0.460
475.5	0.491
476.0	0.469
476.5	0.451
477.0	0.366
477.5	0.372
478.0	0.396
478.5	0.359
479.0	0.362
479.5	0.386
480.0	0.396
480.5	0.390
481.0	0.382
481.5	0.379
482.0	0.404
482.5	0.457
483.0	0.519
483.5	0.513
484.0	0.542
484.5	0.563
485.0	0.527
485.5	0.449
486.0	0.419
486.5	0.395
487.0	0.430
487.5	0.436
488.0	0.464
488.5	0.513
489.0	0.620
489.5	0.702
490.0	0.742
490.5	0.741
491.0	0.717
491.5	0.660
492.0	0.616
492.5	0.550
493.0	0.472
493.5	0.460
494.0	0.489
494.5	0.562
495.0	0.626
495.5	0.643
496.0	0.600
496.5	0.626
497.0	0.709
497.5	0.688
498.0	0.632
498.5	0.574
499.0	0.497
499.5	0.467
500.0	0.486
500.5	0.450
501.0	0.452
501.5	0.532
502.0	0.602
502.5	0.622
503.0	0.586
503.5	0.495
504.0	0.365
504.5	0.273
505.0	0.227
505.5	0.213
506.0	0.218
506.5	0.259
507.0	0.327
507.5	0.419
508.0	0.452
508.5	0.434
509.0	0.369
509.5	0.290
510.0	0.255
510.5	0.264
511.0	0.183
511.5	0.127
512.0	0.227
512.5	0.344
513.0	0.408
513.5	0.453
514.0	0.462
514.5	0.476
515.0	0.501
515.5	0.507
516.0	0.398
516.5	0.281
517.0	0.252
517.5	0.193
518.0	0.141
518.5	0.179
519.0	0.205
519.5	0.256
520.0	0.310
520.5	0.414
521.0	0.478
521.5	0.528
522.0	0.555
522.5	0.524
523.0	0.484
523.5	0.483
524.0	0.436
524.5	0.409
525.0	0.365
525.5	0.403
526.0	0.514
526.5	0.573
527.0	0.582
527.5	0.534
528.0	0.476
528.5	0.411
529.0	0.358
529.5	0.318
530.0	0.300
530.5	0.370
531.0	0.498
531.5	0.560
532.0	0.562
532.5	0.545
533.0	0.485
533.5	0.441
534.0	0.381
534.5	0.308
535.0	0.227
535.5	0.221
536.0	0.257
536.5	0.309
537.0	0.323
537.5	0.334
538.0	0.338
538.5	0.349
539.0	0.314
539.5	0.272
540.0	0.176
540.5	0.147
541.0	0.092
541.5	0.106
542.0	0.117
542.5	0.164
543.0	0.213
543.5	0.264
544.0	0.250
544.5	0.268
545.0	0.273
545.5	0.237
546.0	0.188
546.5	0.116
547.0	0.090
547.5	0.142
548.0	0.235
548.5	0.298
549.0	0.265
549.5	0.246
550.0	0.238
550.5	0.209
551.0	0.179
551.5	0.095
552.0	0.125
552.5	0.180
553.0	0.237
553.5	0.283
554.0	0.349
554.5	0.367
555.0	0.382
555.5	0.357
556.0	0.380
556.5	0.364
557.0	0.381
557.5	0.339
558.0	0.260
558.5	0.268
559.0	0.291
559.5	0.272
560.0	0.218
560.5	0.139
561.0	0.191
561.5	0.200
562.0	0.205
562.5	0.185
563.0	0.165
563.5	0.168
564.0	0.136
564.5	0.177
565.0	0.140
565.5	0.141
566.0	0.243
566.5	0.301
567.0	0.352
567.5	0.334
568.0	0.331
568.5	0.332
569.0	0.294
569.5	0.268
570.0	0.181
570.5	0.199
571.0	0.244
571.5	0.293
572.0	0.307
572.5	0.305
573.0	0.300
573.5	0.244
574.0	0.204
574.5	0.171
575.0	0.239
575.5	0.302
576.0	0.334
576.5	0.358
577.0	0.375
577.5	0.367
578.0	0.325
578.5	0.203
579.0	0.174
579.5	0.163
580.0	0.240
580.5	0.259
581.0	0.258
581.5	0.322
582.0	0.372
582.5	0.443
583.0	0.459
583.5	0.438
584.0	0.368
584.5	0.347
585.0	0.337
585.5	0.286
586.0	0.207
586.5	0.175
587.0	0.169
587.5	0.192
588.0	0.152
588.5	0.144
589.0	0.070
589.5	0.097
590.0	0.136
590.5	0.051
591.0	0.019
591.5	0.055
592.0	0.158
592.5	0.247
593.0	0.361
593.5	0.552
594.0	0.680
594.5	0.683
595.0	0.614
595.5	0.464
596.0	0.293
596.5	0.197
597.0	0.116
597.5	0.096
598.0	0.162
598.5	0.304
599.0	0.434
599.5	0.410
600.0	0.354
600.5	0.318
601.0	0.230
601.5	0.144
602.0	0.021
602.5	0.001
603.0	0.030
603.5	0.038
604.0	0.072
604.5	0.123
605.0	0.153
605.5	0.203
606.0	0.193
606.5	0.153
607.0	0.055
607.5	0.003
608.0	0.001
608.5	-0.032
609.0	-0.019
609.5	0.109
610.0	0.195
610.5	0.268
611.0	0.359
611.5	0.461
612.0	0.437
612.5	0.437
613.0	0.413
613.5	0.346
614.0	0.257
614.5	0.197
615.0	0.113
615.5	0.038
616.0	0.034
616.5	0.089
617.0	0.092
617.5	0.069
618.0	0.019
618.5	0.012
619.0	-0.026
619.5	-0.069
620.0	-0.124
620.5	-0.181
621.0	-0.165
621.5	-0.071
622.0	-0.098
622.5	-0.136
623.0	-0.200
623.5	-0.178
624.0	-0.197
624.5	-0.208
625.0	-0.204
625.5	-0.207
626.0	-0.131
626.5	-0.012
627.0	0.025
627.5	0.057
628.0	0.060
628.5	0.054
629.0	0.022
629.5	-0.013
630.0	0.000
630.5	-0.076
631.0	-0.118
631.5	-0.136
632.0	-0.143
632.5	-0.178
633.0	-0.218
633.5	-0.257
634.0	-0.316
634.5	-0.292
635.0	-0.171
635.5	-0.170
636.0	-0.200
636.5	-0.140
637.0	-0.018
637.5	0.110
638.0	0.323
638.5	0.530
639.0	0.646
639.5	0.728
640.0	0.806
640.5	0.710
641.0	0.507
641.5	0.304
642.0	0.126
642.5	-0.009
643.0	-0.016
643.5	-0.056
644.0	-0.165
644.5	-0.223
645.0	-0.183
645.5	-0.114
646.0	-0.055
646.5	-0.024
647.0	0.098
647.5	0.193
648.0	0.324
648.5	0.383
649.0	0.412
649.5	0.441
650.0	0.450
650.5	0.442
651.0	0.410
651.5	0.346
652.0	0.295
652.5	0.201
653.0	0.056
653.5	-0.036
654.0	-0.083
654.5	-0.109
655.0	-0.040
655.5	0.028
656.0	0.090
656.5	0.166
657.0	0.163
657.5	0.109
658.0	0.009
658.5	-0.092
659.0	-0.179
659.5	-0.272
660.0	-0.231
660.5	-0.178
661.0	-0.022
661.5	0.118
662.0	0.234
662.5	0.303
663.0	0.413
663.5	0.432
664.0	0.437
664.5	0.331
665.0	0.303
665.5	0.262
666.0	0.294
666.5	0.244
667.0	0.193
667.5	0.090
668.0	-0.011
668.5	-0.074
669.0	-0.076
669.5	-0.059
670.0	0.068
670.5	0.140
671.0	0.331
671.5	0.465
672.0	0.437
672.5	0.347
673.0	0.254
673.5	0.093
674.0	-0.049
674.5	-0.165
675.0	-0.139
675.5	-0.151
676.0	-0.042
676.5	0.004
677.0	-0.030
677.5	0.005
678.0	0.176
678.5	0.185
679.0	0.214
679.5	0.244
680.0	0.329
680.5	0.369
681.0	0.404
681.5	0.366
682.0	0.296
682.5	0.239
683.0	0.182
683.5	0.062
684.0	0.074
684.5	0.076
685.0	0.033
685.5	0.017
686.0	0.067
686.5	0.086
687.0	0.087
687.5	0.110
688.0	0.061
688.5	0.076
689.0	0.250
689.5	0.293
690.0	0.296
690.5	0.272
691.0	0.233
691.5	0.175
692.0	0.105
692.5	0.192
693.0	0.204
693.5	0.137
694.0	0.126
694.5	0.070
695.0	0.040
695.5	-0.041
696.0	-0.086
696.5	-0.130
697.0	-0.177
697.5	-0.027
698.0	0.043
698.5	0.064
699.0	0.203
699.5	0.438
700.0	0.639
700.5	0.787
701.0	0.839
701.5	0.783
702.0	0.644
702.5	0.533
703.0	0.369
703.5	0.212
704.0	0.199
704.5	0.274
705.0	0.279
705.5	0.165
706.0	-0.019
706.5	-0.107
707.0	-0.128
707.5	-0.026
708.0	0.032
708.5	0.105
709.0	0.241
709.5	0.287
710.0	0.207
710.5	0.012
711.0	-0.060
711.5	-0.028
712.0	0.022
712.5	0.159
713.0	0.206
713.5	0.250
714.0	0.298
714.5	0.327
715.0	0.244
715.5	0.168
716.0	0.125
716.5	0.151
717.0	0.186
717.5	0.234
718.0	0.215
718.5	0.101
719.0	-0.004
719.5	0.030
720.0	-0.034
720.5	-0.058
721.0	-0.126
721.5	-0.135
722.0	-0.034
722.5	0.131
723.0	0.258
723.5	0.249
724.0	0.199
724.5	0.266
725.0	0.341
725.5	0.307
726.0	0.186
726.5	-0.040
727.0	-0.157
727.5	-0.122
728.0	-0.108
728.5	-0.142
729.0	-0.165
729.5	-0.091
730.0	0.020
730.5	-0.049
731.0	-0.212
731.5	-0.419
732.0	-0.413
732.5	-0.264
733.0	-0.254
733.5	-0.220
734.0	-0.140
734.5	-0.023
735.0	0.076
735.5	0.052
736.0	-0.004
736.5	-0.020
737.0	0.037
737.5	0.105
738.0	0.063
738.5	-0.009
739.0	-0.070
739.5	-0.057
740.0	-0.051
740.5	-0.075
741.0	-0.123
741.5	-0.117
742.0	-0.151
742.5	-0.165
743.0	-0.150
743.5	-0.162
744.0	-0.151
744.5	-0.037
745.0	0.120
745.5	0.183
746.0	0.251
746.5	0.335
747.0	0.298
747.5	0.188
748.0	0.058
748.5	0.026
749.0	-0.037
749.5	-0.092
750.0	0.000
750.5	0.049
751.0	0.069
751.5	0.066
752.0	0.071
752.5	0.021
753.0	-0.043
753.5	-0.022
754.0	-0.053
754.5	-0.163
755.0	-0.253
755.5	-0.327
756.0	-0.467
756.5	-0.550
757.0	-0.564
757.5	-0.533
758.0	-0.343
758.5	-0.198
759.0	-0.012
759.5	0.097
760.0	0.106
760.5	0.085
761.0	-0.128
761.5	-0.375
762.0	-0.752
762.5	-1.114
763.0	-1.261
763.5	-1.316
764.0	-1.230
764.5	-1.003
765.0	-0.704
765.5	-0.336
766.0	-0.005
766.5	0.166
767.0	0.139
767.5	0.090
768.0	0.097
768.5	-0.017
769.0	-0.178
769.5	-0.334
770.0	-0.556
770.5	-0.643
771.0	-0.724
771.5	-0.883
772.0	-0.951
772.5	-0.868
773.0	-0.611
773.5	-0.408
774.0	-0.147
774.5	0.098
775.0	0.317
775.5	0.441
776.0	0.424
776.5	0.346
777.0	0.146
777.5	-0.046
778.0	-0.158
778.5	-0.308
779.0	-0.419
779.5	-0.464
780.0	-0.371
780.5	-0.319
781.0	-0.242
781.5	-0.131
782.0	-0.157
782.5	-0.158
783.0	-0.180
783.5	-0.244
784.0	-0.365
784.5	-0.381
785.0	-0.241
785.5	-0.098
786.0	0.004
786.5	0.023
787.0	0.004
787.5	0.017
788.0	-0.034
788.5	-0.171
789.0	-0.347
789.5	-0.404
790.0	-0.339
790.5	-0.227
791.0	-0.190
791.5	-0.165
792.0	0.005
792.5	0.278
793.0	0.377
793.5	0.320
794.0	0.186
794.5	-0.033
795.0	-0.216
795.5	-0.388
796.0	-0.552
796.5	-0.584
797.0	-0.471
797.5	-0.340
798.0	-0.388
798.5	-0.481
799.0	-0.488
799.5	-0.500
800.0	-0.444
800.5	-0.326
801.0	-0.166
801.5	-0.091
802.0	-0.058
802.5	-0.125
803.0	-0.311
803.5	-0.525
804.0	-0.664
804.5	-0.820
805.0	-0.962
805.5	-1.133
806.0	-1.183
806.5	-1.241
807.0	-1.327
807.5	-1.388
808.0	-1.275
808.5	-1.076
809.0	-0.807
809.5	-0.580
810.0	-0.322
810.5	-0.231
811.0	-0.048
811.5	0.083
812.0	0.107
812.5	0.028
813.0	0.010
813.5	-0.016
814.0	-0.128
814.5	-0.433
815.0	-0.686
815.5	-1.078
816.0	-1.339
816.5	-1.407
817.0	-1.426
817.5	-1.465
818.0	-1.497
818.5	-1.354
819.0	-1.053
819.5	-0.825
820.0	-0.869
820.5	-1.299
821.0	-1.802
821.5	-2.006
822.0	-1.977
822.5	-1.772
823.0	-1.522
823.5	-1.057
824.0	-0.537
824.5	-0.248
825.0	-0.473
825.5	-1.024
826.0	-1.582
826.5	-1.748
827.0	-1.656
827.5	-1.400
828.0	-1.063
828.5	-0.661
829.0	-0.226
829.5	0.061
830.0	0.144
830.5	0.135
831.0	0.029
831.5	-0.096
832.0	-0.329
832.5	-0.446
833.0	-0.387
833.5	-0.084
834.0	0.290
834.5	0.534
835.0	0.714
835.5	0.774
836.0	0.699
836.5	0.392
837.0	-0.061
837.5	-0.369
838.0	-0.731
838.5	-1.070
839.0	-1.193
839.5	-1.154
840.0	-0.987
840.5	-0.730
841.0	-0.474
841.5	-0.306
842.0	-0.173
842.5	-0.052
843.0	-0.235
843.5	-0.513
844.0	-0.543
844.5	-0.648
845.0	-0.688
845.5	-0.750
846.0	-0.888
846.5	-0.988
847.0	-1.013
847.5	-0.894
848.0	-0.594
848.5	-0.405
849.0	-0.173
849.5	-0.010
850.0	0.047


Sample 3
4/14/2024 6:32 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.34000	
//WLCalib: 261S 	0.70000	
//WLCalib: 362S 	0.10000	
//WLCalib: 484S 	0.58000	
//WLCalib: 529S 	0.68000	
//WLCalib: 823S 	0.28000	
//QSpecEnd: 
190.0	151.796
190.5	152.092
191.0	156.228
191.5	155.142
192.0	154.411
192.5	151.723
193.0	149.752
193.5	148.316
194.0	147.478
194.5	146.103
195.0	148.872
195.5	149.572
196.0	150.538
196.5	150.205
197.0	149.811
197.5	150.390
198.0	150.093
198.5	150.476
199.0	147.874
199.5	147.503
200.0	147.315
200.5	148.044
201.0	148.335
201.5	147.731
202.0	148.082
202.5	148.081
203.0	146.526
203.5	148.807
204.0	151.306
204.5	155.100
205.0	157.577
205.5	161.603
206.0	162.324
206.5	161.132
207.0	159.236
207.5	156.856
208.0	154.833
208.5	154.106
209.0	152.714
209.5	151.699
210.0	150.253
210.5	147.664
211.0	143.884
211.5	140.002
212.0	136.943
212.5	133.445
213.0	130.215
213.5	127.380
214.0	123.907
214.5	118.345
215.0	111.822
215.5	104.881
216.0	97.418
216.5	90.783
217.0	83.583
217.5	77.237
218.0	70.840
218.5	65.527
219.0	59.556
219.5	53.416
220.0	48.513
220.5	43.924
221.0	39.518
221.5	36.203
222.0	32.903
222.5	30.528
223.0	28.205
223.5	26.367
224.0	24.664
224.5	23.302
225.0	22.297
225.5	21.245
226.0	20.500
226.5	20.003
227.0	19.837
227.5	20.267
228.0	20.626
228.5	21.273
229.0	22.095
229.5	22.831
230.0	23.475
230.5	23.988
231.0	24.495
231.5	25.008
232.0	25.681
232.5	26.683
233.0	27.788
233.5	28.913
234.0	30.133
234.5	31.446
235.0	32.959
235.5	34.380
236.0	35.804
236.5	37.276
237.0	38.899
237.5	40.658
238.0	42.342
238.5	43.990
239.0	45.736
239.5	47.581
240.0	49.565
240.5	51.563
241.0	53.776
241.5	56.159
242.0	58.614
242.5	60.941
243.0	63.063
243.5	64.991
244.0	66.929
244.5	68.993
245.0	71.357
245.5	74.045
246.0	77.207
246.5	80.289
247.0	83.324
247.5	86.131
248.0	88.611
248.5	90.677
249.0	92.778
249.5	94.822
250.0	97.007
250.5	99.308
251.0	101.903
251.5	104.342
252.0	106.774
252.5	109.081
253.0	111.124
253.5	112.995
254.0	114.876
254.5	116.359
255.0	117.814
255.5	119.246
256.0	120.541
256.5	121.518
257.0	122.467
257.5	123.047
258.0	123.448
258.5	123.765
259.0	124.072
259.5	124.456
260.0	124.906
260.5	125.059
261.0	124.952
261.5	124.673
262.0	124.060
262.5	123.152
263.0	121.790
263.5	120.096
264.0	118.392
264.5	116.466
265.0	114.454
265.5	111.985
266.0	109.552
266.5	106.983
267.0	104.267
267.5	101.690
268.0	98.714
268.5	95.606
269.0	92.147
269.5	88.221
270.0	84.243
270.5	80.099
271.0	76.157
271.5	72.274
272.0	68.560
272.5	65.072
273.0	61.646
273.5	58.255
274.0	54.725
274.5	51.152
275.0	47.744
275.5	44.617
276.0	41.700
276.5	38.838
277.0	36.164
277.5	33.476
278.0	30.925
278.5	28.274
279.0	25.756
279.5	23.244
280.0	20.900
280.5	18.743
281.0	16.765
281.5	14.989
282.0	13.463
282.5	11.934
283.0	10.638
283.5	9.329
284.0	8.135
284.5	7.017
285.0	6.036
285.5	5.228
286.0	4.613
286.5	4.176
287.0	3.814
287.5	3.459
288.0	3.165
288.5	2.799
289.0	2.434
289.5	2.099
290.0	1.932
290.5	1.895
291.0	1.820
291.5	1.847
292.0	1.864
292.5	1.851
293.0	1.726
293.5	1.567
294.0	1.461
294.5	1.292
295.0	1.244
295.5	1.208
296.0	1.127
296.5	1.260
297.0	1.326
297.5	1.435
298.0	1.578
298.5	1.633
299.0	1.632
299.5	1.554
300.0	1.423
300.5	1.318
301.0	1.194
301.5	1.201
302.0	1.127
302.5	1.162
303.0	1.188
303.5	1.125
304.0	1.149
304.5	1.135
305.0	1.132
305.5	1.173
306.0	1.209
306.5	1.155
307.0	1.109
307.5	1.055
308.0	0.962
308.5	0.866
309.0	0.828
309.5	0.776
310.0	0.849
310.5	0.905
311.0	0.982
311.5	1.006
312.0	1.104
312.5	1.106
313.0	1.059
313.5	0.999
314.0	0.966
314.5	0.975
315.0	1.068
315.5	1.130
316.0	1.164
316.5	1.219
317.0	1.246
317.5	1.122
318.0	1.015
318.5	0.890
319.0	0.877
319.5	0.840
320.0	0.886
320.5	0.776
321.0	0.695
321.5	0.750
322.0	0.713
322.5	0.617
323.0	0.634
323.5	0.715
324.0	0.885
324.5	0.886
325.0	0.855
325.5	0.821
326.0	0.889
326.5	0.949
327.0	0.872
327.5	0.881
328.0	0.946
328.5	1.021
329.0	1.011
329.5	0.913
330.0	0.832
330.5	0.834
331.0	0.785
331.5	0.720
332.0	0.717
332.5	0.740
333.0	0.733
333.5	0.735
334.0	0.666
334.5	0.736
335.0	0.803
335.5	0.819
336.0	0.741
336.5	0.656
337.0	0.627
337.5	0.504
338.0	0.494
338.5	0.480
339.0	0.490
339.5	0.579
340.0	0.649
340.5	0.669
341.0	0.620
341.5	0.635
342.0	0.576
342.5	0.489
343.0	0.533
343.5	0.473
344.0	0.466
344.5	0.430
345.0	0.492
345.5	0.598
346.0	0.678
346.5	0.807
347.0	0.740
347.5	0.703
348.0	0.641
348.5	0.532
349.0	0.438
349.5	0.427
350.0	0.418
350.5	0.456
351.0	0.478
351.5	0.467
352.0	0.464
352.5	0.461
353.0	0.493
353.5	0.581
354.0	0.657
354.5	0.801
355.0	0.766
355.5	0.753
356.0	0.734
356.5	0.665
357.0	0.707
357.5	0.742
358.0	0.825
358.5	0.910
359.0	0.940
359.5	0.964
360.0	0.904
360.5	0.853
361.0	0.790
361.5	0.782
362.0	0.847
362.5	0.900
363.0	0.962
363.5	1.047
364.0	0.998
364.5	1.012
365.0	1.006
365.5	0.864
366.0	0.780
366.5	0.733
367.0	0.663
367.5	0.621
368.0	0.626
368.5	0.594
369.0	0.500
369.5	0.520
370.0	0.489
370.5	0.435
371.0	0.482
371.5	0.518
372.0	0.530
372.5	0.557
373.0	0.618
373.5	0.715
374.0	0.739
374.5	0.756
375.0	0.723
375.5	0.727
376.0	0.715
376.5	0.670
377.0	0.627
377.5	0.627
378.0	0.687
378.5	0.754
379.0	0.723
379.5	0.697
380.0	0.661
380.5	0.662
381.0	0.643
381.5	0.589
382.0	0.622
382.5	0.635
383.0	0.659
383.5	0.699
384.0	0.757
384.5	0.803
385.0	0.805
385.5	0.806
386.0	0.811
386.5	0.744
387.0	0.732
387.5	0.737
388.0	0.703
388.5	0.669
389.0	0.645
389.5	0.646
390.0	0.638
390.5	0.641
391.0	0.637
391.5	0.611
392.0	0.599
392.5	0.641
393.0	0.602
393.5	0.586
394.0	0.559
394.5	0.617
395.0	0.617
395.5	0.648
396.0	0.690
396.5	0.724
397.0	0.764
397.5	0.862
398.0	0.852
398.5	0.804
399.0	0.706
399.5	0.619
400.0	0.464
400.5	0.408
401.0	0.417
401.5	0.470
402.0	0.517
402.5	0.551
403.0	0.541
403.5	0.516
404.0	0.487
404.5	0.452
405.0	0.455
405.5	0.512
406.0	0.565
406.5	0.645
407.0	0.639
407.5	0.620
408.0	0.618
408.5	0.596
409.0	0.570
409.5	0.593
410.0	0.625
410.5	0.661
411.0	0.655
411.5	0.675
412.0	0.658
412.5	0.585
413.0	0.536
413.5	0.544
414.0	0.537
414.5	0.562
415.0	0.581
415.5	0.571
416.0	0.557
416.5	0.576
417.0	0.597
417.5	0.606
418.0	0.604
418.5	0.625
419.0	0.616
419.5	0.635
420.0	0.648
420.5	0.656
421.0	0.724
421.5	0.770
422.0	0.813
422.5	0.867
423.0	0.858
423.5	0.849
424.0	0.817
424.5	0.836
425.0	0.798
425.5	0.790
426.0	0.823
426.5	0.828
427.0	0.840
427.5	0.825
428.0	0.806
428.5	0.780
429.0	0.759
429.5	0.735
430.0	0.678
430.5	0.622
431.0	0.601
431.5	0.656
432.0	0.679
432.5	0.624
433.0	0.627
433.5	0.579
434.0	0.530
434.5	0.545
435.0	0.563
435.5	0.583
436.0	0.637
436.5	0.723
437.0	0.718
437.5	0.659
438.0	0.646
438.5	0.592
439.0	0.563
439.5	0.601
440.0	0.679
440.5	0.765
441.0	0.836
441.5	0.851
442.0	0.822
442.5	0.848
443.0	0.890
443.5	0.891
444.0	0.881
444.5	0.855
445.0	0.821
445.5	0.799
446.0	0.708
446.5	0.634
447.0	0.553
447.5	0.563
448.0	0.565
448.5	0.601
449.0	0.679
449.5	0.732
450.0	0.730
450.5	0.773
451.0	0.770
451.5	0.748
452.0	0.675
452.5	0.640
453.0	0.605
453.5	0.614
454.0	0.596
454.5	0.571
455.0	0.543
455.5	0.547
456.0	0.589
456.5	0.589
457.0	0.601
457.5	0.618
458.0	0.633
458.5	0.587
459.0	0.515
459.5	0.499
460.0	0.522
460.5	0.539
461.0	0.591
461.5	0.626
462.0	0.656
462.5	0.658
463.0	0.644
463.5	0.580
464.0	0.494
464.5	0.455
465.0	0.438
465.5	0.447
466.0	0.435
466.5	0.435
467.0	0.438
467.5	0.442
468.0	0.472
468.5	0.451
469.0	0.362
469.5	0.326
470.0	0.366
470.5	0.442
471.0	0.438
471.5	0.393
472.0	0.302
472.5	0.322
473.0	0.359
473.5	0.344
474.0	0.318
474.5	0.380
475.0	0.472
475.5	0.548
476.0	0.501
476.5	0.470
477.0	0.348
477.5	0.377
478.0	0.416
478.5	0.410
479.0	0.410
479.5	0.442
480.0	0.470
480.5	0.467
481.0	0.453
481.5	0.433
482.0	0.442
482.5	0.524
483.0	0.618
483.5	0.629
484.0	0.644
484.5	0.661
485.0	0.634
485.5	0.563
486.0	0.523
486.5	0.482
487.0	0.491
487.5	0.486
488.0	0.520
488.5	0.580
489.0	0.682
489.5	0.784
490.0	0.850
490.5	0.880
491.0	0.866
491.5	0.826
492.0	0.779
492.5	0.674
493.0	0.575
493.5	0.535
494.0	0.554
494.5	0.612
495.0	0.662
495.5	0.702
496.0	0.708
496.5	0.771
497.0	0.852
497.5	0.841
498.0	0.749
498.5	0.637
499.0	0.545
499.5	0.484
500.0	0.410
500.5	0.369
501.0	0.360
501.5	0.455
502.0	0.542
502.5	0.594
503.0	0.575
503.5	0.520
504.0	0.460
504.5	0.382
505.0	0.314
505.5	0.275
506.0	0.274
506.5	0.314
507.0	0.396
507.5	0.410
508.0	0.423
508.5	0.341
509.0	0.246
509.5	0.128
510.0	0.084
510.5	0.126
511.0	0.105
511.5	0.132
512.0	0.263
512.5	0.327
513.0	0.397
513.5	0.417
514.0	0.406
514.5	0.449
515.0	0.534
515.5	0.618
516.0	0.548
516.5	0.434
517.0	0.355
517.5	0.279
518.0	0.191
518.5	0.191
519.0	0.184
519.5	0.236
520.0	0.335
520.5	0.455
521.0	0.519
521.5	0.568
522.0	0.592
522.5	0.604
523.0	0.536
523.5	0.540
524.0	0.503
524.5	0.445
525.0	0.418
525.5	0.436
526.0	0.548
526.5	0.615
527.0	0.617
527.5	0.599
528.0	0.526
528.5	0.476
529.0	0.425
529.5	0.351
530.0	0.338
530.5	0.423
531.0	0.525
531.5	0.565
532.0	0.595
532.5	0.610
533.0	0.588
533.5	0.554
534.0	0.505
534.5	0.393
535.0	0.299
