Accession	Title	BioProject	BioSample	Status	Release Date	Created	Updated	Submission	SRA.filename
SRR37001968	096-HIV-A35G-80c-b-6-p	PRJNA1400640	SAMN54924700	ToBeReleased	2027-02-01	2026-01-27T17:31:32Z	2026-01-27T17:33:33Z	SUB15970223	096-HIV-A35G-80c-b-6-p_S96_L001_R1_001.fastq.gz, 096-HIV-A35G-80c-b-6-p_S96_L001_R2_001.fastq.gz
SRR37001959	075-HIV-A35G-70c-a-6-m	PRJNA1400640	SAMN54924577	ToBeReleased	2027-02-01	2026-01-27T17:31:30Z	2026-01-27T17:33:33Z	SUB15970206	075-HIV-A35G-70c-a-6-m_S75_L001_R1_001.fastq.gz, 075-HIV-A35G-70c-a-6-m_S75_L001_R2_001.fastq.gz
SRR37001965	061-HIV-A35G-70c-a-1-p	PRJNA1400640	SAMN54924571	ToBeReleased	2027-02-01	2026-01-27T17:31:30Z	2026-01-27T17:33:33Z	SUB15970206	061-HIV-A35G-70c-a-1-p_S61_L001_R1_001.fastq.gz, 061-HIV-A35G-70c-a-1-p_S61_L001_R2_001.fastq.gz
SRR37001953	036-HIV-C30U-75c-b-6-p	PRJNA1400640	SAMN54924751	ToBeReleased	2027-02-01	2026-01-27T17:31:29Z	2026-01-27T17:33:33Z	SUB15970258	036-HIV-C30U-75c-b-6-p_S36_L001_R1_001.fastq.gz, 036-HIV-C30U-75c-b-6-p_S36_L001_R2_001.fastq.gz
SRR37001966	094-HIV-A35G-80c-b-6-p	PRJNA1400640	SAMN54924698	ToBeReleased	2027-02-01	2026-01-27T17:31:32Z	2026-01-27T17:33:33Z	SUB15970223	094-HIV-A35G-80c-b-6-p_S94_L001_R1_001.fastq.gz, 094-HIV-A35G-80c-b-6-p_S94_L001_R2_001.fastq.gz
SRR37001972	093-HIV-A35G-80c-b-6-p	PRJNA1400640	SAMN54924697	ToBeReleased	2027-02-01	2026-01-27T17:31:32Z	2026-01-27T17:33:32Z	SUB15970223	093-HIV-A35G-80c-b-6-p_S93_L001_R1_001.fastq.gz, 093-HIV-A35G-80c-b-6-p_S93_L001_R2_001.fastq.gz
SRR37001960	066-HIV-A35G-70c-a-6-p	PRJNA1400640	SAMN54924576	ToBeReleased	2027-02-01	2026-01-27T17:31:30Z	2026-01-27T17:33:32Z	SUB15970206	066-HIV-A35G-70c-a-6-p_S66_L001_R1_001.fastq.gz, 066-HIV-A35G-70c-a-6-p_S66_L001_R2_001.fastq.gz
SRR37001961	065-HIV-A35G-70c-a-5-p	PRJNA1400640	SAMN54924575	ToBeReleased	2027-02-01	2026-01-27T17:31:30Z	2026-01-27T17:33:31Z	SUB15970206	065-HIV-A35G-70c-a-5-p_S65_L001_R1_001.fastq.gz, 065-HIV-A35G-70c-a-5-p_S65_L001_R2_001.fastq.gz
SRR37001962	064-HIV-A35G-70c-a-4-p	PRJNA1400640	SAMN54924574	ToBeReleased	2027-02-01	2026-01-27T17:31:30Z	2026-01-27T17:33:31Z	SUB15970206	064-HIV-A35G-70c-a-4-p_S64_L001_R1_001.fastq.gz, 064-HIV-A35G-70c-a-4-p_S64_L001_R2_001.fastq.gz
SRR37001952	055-HIV-A35G-25c-b-1-p	PRJNA1400640	SAMN54924565	ToBeReleased	2027-02-01	2026-01-27T17:31:28Z	2026-01-27T17:33:29Z	SUB15970205	055-HIV-A35G-25c-b-1-p_S55_L001_R1_001.fastq.gz, 055-HIV-A35G-25c-b-1-p_S55_L001_R2_001.fastq.gz
SRR37001954	035-HIV-C30U-75c-b-5-p	PRJNA1400640	SAMN54924750	ToBeReleased	2027-02-01	2026-01-27T17:31:29Z	2026-01-27T17:33:28Z	SUB15970258	035-HIV-C30U-75c-b-5-p_S35_L001_R1_001.fastq.gz, 035-HIV-C30U-75c-b-5-p_S35_L001_R2_001.fastq.gz
SRR37001947	060-HIV-A35G-25c-b-6-p	PRJNA1400640	SAMN54924570	ToBeReleased	2027-02-01	2026-01-27T17:31:28Z	2026-01-27T17:33:27Z	SUB15970205	060-HIV-A35G-25c-b-6-p_S60_L001_R1_001.fastq.gz, 060-HIV-A35G-25c-b-6-p_S60_L001_R2_001.fastq.gz
SRR37001958	031-HIV-C30U-75c-b-1-p	PRJNA1400640	SAMN54924746	ToBeReleased	2027-02-01	2026-01-27T17:31:29Z	2026-01-27T17:33:25Z	SUB15970258	031-HIV-C30U-75c-b-1-p_S31_L001_R1_001.fastq.gz, 031-HIV-C30U-75c-b-1-p_S31_L001_R2_001.fastq.gz
SRR37001950	057-HIV-A35G-25c-b-3-p	PRJNA1400640	SAMN54924567	ToBeReleased	2027-02-01	2026-01-27T17:31:28Z	2026-01-27T17:33:25Z	SUB15970205	057-HIV-A35G-25c-b-3-p_S57_L001_R1_001.fastq.gz, 057-HIV-A35G-25c-b-3-p_S57_L001_R2_001.fastq.gz
SRR37001957	032-HIV-C30U-75c-b-2-p	PRJNA1400640	SAMN54924747	ToBeReleased	2027-02-01	2026-01-27T17:31:29Z	2026-01-27T17:33:25Z	SUB15970258	032-HIV-C30U-75c-b-2-p_S32_L001_R1_001.fastq.gz, 032-HIV-C30U-75c-b-2-p_S32_L001_R2_001.fastq.gz
SRR37001955	034-HIV-C30U-75c-b-4-p	PRJNA1400640	SAMN54924749	ToBeReleased	2027-02-01	2026-01-27T17:31:29Z	2026-01-27T17:33:24Z	SUB15970258	034-HIV-C30U-75c-b-4-p_S34_L001_R1_001.fastq.gz, 034-HIV-C30U-75c-b-4-p_S34_L001_R2_001.fastq.gz
SRR37001949	058-HIV-A35G-25c-b-4-p	PRJNA1400640	SAMN54924568	ToBeReleased	2027-02-01	2026-01-27T17:31:28Z	2026-01-27T17:33:23Z	SUB15970205	058-HIV-A35G-25c-b-4-p_S58_L001_R1_001.fastq.gz, 058-HIV-A35G-25c-b-4-p_S58_L001_R2_001.fastq.gz
SRR37001956	033-HIV-C30U-75c-b-3-p	PRJNA1400640	SAMN54924748	ToBeReleased	2027-02-01	2026-01-27T17:31:29Z	2026-01-27T17:33:22Z	SUB15970258	033-HIV-C30U-75c-b-3-p_S33_L001_R1_001.fastq.gz, 033-HIV-C30U-75c-b-3-p_S33_L001_R2_001.fastq.gz
SRR37001948	059-HIV-A35G-25c-b-5-p	PRJNA1400640	SAMN54924569	ToBeReleased	2027-02-01	2026-01-27T17:31:28Z	2026-01-27T17:33:21Z	SUB15970205	059-HIV-A35G-25c-b-5-p_S59_L001_R1_001.fastq.gz, 059-HIV-A35G-25c-b-5-p_S59_L001_R2_001.fastq.gz
SRR37001951	056-HIV-A35G-25c-b-2-p	PRJNA1400640	SAMN54924566	ToBeReleased	2027-02-01	2026-01-27T17:31:28Z	2026-01-27T17:33:21Z	SUB15970205	056-HIV-A35G-25c-b-2-p_S56_L001_R1_001.fastq.gz, 056-HIV-A35G-25c-b-2-p_S56_L001_R2_001.fastq.gz
SRR37001919	027-HIV-C30U-75c-a-3-p	PRJNA1400640	SAMN54924741	ToBeReleased	2027-02-01	2026-01-27T17:30:28Z	2026-01-27T17:33:19Z	SUB15970255	027-HIV-C30U-75c-a-3-p_S27_L001_R1_001.fastq.gz, 027-HIV-C30U-75c-a-3-p_S27_L001_R2_001.fastq.gz
SRR37001917	029-HIV-C30U-75c-a-5-p	PRJNA1400640	SAMN54924743	ToBeReleased	2027-02-01	2026-01-27T17:30:28Z	2026-01-27T17:33:16Z	SUB15970255	029-HIV-C30U-75c-a-5-p_S29_L001_R1_001.fastq.gz, 029-HIV-C30U-75c-a-5-p_S29_L001_R2_001.fastq.gz
SRR37001918	028-HIV-C30U-75c-a-4-p	PRJNA1400640	SAMN54924742	ToBeReleased	2027-02-01	2026-01-27T17:30:28Z	2026-01-27T17:33:16Z	SUB15970255	028-HIV-C30U-75c-a-4-p_S28_L001_R1_001.fastq.gz, 028-HIV-C30U-75c-a-4-p_S28_L001_R2_001.fastq.gz
SRR37001909	089-HIV-A35G-80c-a-5-p	PRJNA1400640	SAMN54924668	ToBeReleased	2027-02-01	2026-01-27T17:30:26Z	2026-01-27T17:33:16Z	SUB15970221	089-HIV-A35G-80c-a-5-p_S89_L001_R1_001.fastq.gz, 089-HIV-A35G-80c-a-5-p_S89_L001_R2_001.fastq.gz
SRR37001908	090-HIV-A35G-80c-a-6-p	PRJNA1400640	SAMN54924669	ToBeReleased	2027-02-01	2026-01-27T17:30:26Z	2026-01-27T17:33:15Z	SUB15970221	090-HIV-A35G-80c-a-6-p_S90_L001_R1_001.fastq.gz, 090-HIV-A35G-80c-a-6-p_S90_L001_R2_001.fastq.gz
SRR37001921	025-HIV-C30U-75c-a-1-p	PRJNA1400640	SAMN54924739	ToBeReleased	2027-02-01	2026-01-27T17:30:28Z	2026-01-27T17:33:11Z	SUB15970255	025-HIV-C30U-75c-a-1-p_S25_L001_R1_001.fastq.gz, 025-HIV-C30U-75c-a-1-p_S25_L001_R2_001.fastq.gz
SRR37001920	026-HIV-C30U-75c-a-2-p	PRJNA1400640	SAMN54924740	ToBeReleased	2027-02-01	2026-01-27T17:30:28Z	2026-01-27T17:33:08Z	SUB15970255	026-HIV-C30U-75c-a-2-p_S26_L001_R1_001.fastq.gz, 026-HIV-C30U-75c-a-2-p_S26_L001_R2_001.fastq.gz
SRR37001915	085-HIV-C30U-75c-a-6-m	PRJNA1400640	SAMN54924745	ToBeReleased	2027-02-01	2026-01-27T17:30:28Z	2026-01-27T17:33:05Z	SUB15970255	085-HIV-C30U-75c-a-6-m_S85_L001_R1_001.fastq.gz, 085-HIV-C30U-75c-a-6-m_S85_L001_R2_001.fastq.gz
SRR37001916	030-HIV-C30U-75c-a-6-p	PRJNA1400640	SAMN54924744	ToBeReleased	2027-02-01	2026-01-27T17:30:28Z	2026-01-27T17:33:03Z	SUB15970255	030-HIV-C30U-75c-a-6-p_S30_L001_R1_001.fastq.gz, 030-HIV-C30U-75c-a-6-p_S30_L001_R2_001.fastq.gz
SRR37001914	079-HIV-A35G-80c-a-6-m	PRJNA1400640	SAMN54924663	ToBeReleased	2027-02-01	2026-01-27T17:30:27Z	2026-01-27T17:32:50Z	SUB15970221	079-HIV-A35G-80c-a-6-m_S79_L001_R1_001.fastq.gz, 079-HIV-A35G-80c-a-6-m_S79_L001_R2_001.fastq.gz
SRR37001896	084-HIV-A35G-75c-b-6-p	PRJNA1400640	SAMN54924662	ToBeReleased	2027-02-01	2026-01-27T17:29:36Z	2026-01-27T17:32:45Z	SUB15970219	084-HIV-A35G-75c-b-6-p_S84_L001_R1_001.fastq.gz, 084-HIV-A35G-75c-b-6-p_S84_L001_R2_001.fastq.gz
SRR37001907	049-HIV-A35G-25c-a-1-p	PRJNA1400640	SAMN54924559	ToBeReleased	2027-02-01	2026-01-27T17:29:37Z	2026-01-27T17:32:41Z	SUB15970195	049-HIV-A35G-25c-a-1-p_S49_L001_R1_001.fastq.gz, 049-HIV-A35G-25c-a-1-p_S49_L001_R2_001.fastq.gz
SRR37001902	078-HIV-A35G-75c-b-6-m	PRJNA1400640	SAMN54924656	ToBeReleased	2027-02-01	2026-01-27T17:29:36Z	2026-01-27T17:32:39Z	SUB15970219	078-HIV-A35G-75c-b-6-m_S78_L001_R1_001.fastq.gz, 078-HIV-A35G-75c-b-6-m_S78_L001_R2_001.fastq.gz
SRR37001913	085-HIV-A35G-80c-a-1-p	PRJNA1400640	SAMN54924664	ToBeReleased	2027-02-01	2026-01-27T17:30:27Z	2026-01-27T17:32:38Z	SUB15970221	085-HIV-A35G-80c-a-1-p_S85_L001_R1_001.fastq.gz, 085-HIV-A35G-80c-a-1-p_S85_L001_R2_001.fastq.gz
SRR37001903	054-HIV-A35G-25c-a-6-p	PRJNA1400640	SAMN54924564	ToBeReleased	2027-02-01	2026-01-27T17:29:37Z	2026-01-27T17:32:37Z	SUB15970195	054-HIV-A35G-25c-a-6-p_S54_L001_R1_001.fastq.gz, 054-HIV-A35G-25c-a-6-p_S54_L001_R2_001.fastq.gz
SRR37001912	086-HIV-A35G-80c-a-2-p	PRJNA1400640	SAMN54924665	ToBeReleased	2027-02-01	2026-01-27T17:30:27Z	2026-01-27T17:32:36Z	SUB15970221	086-HIV-A35G-80c-a-2-p_S86_L001_R1_001.fastq.gz, 086-HIV-A35G-80c-a-2-p_S86_L001_R2_001.fastq.gz
SRR37001897	083-HIV-A35G-75c-b-5-p	PRJNA1400640	SAMN54924661	ToBeReleased	2027-02-01	2026-01-27T17:29:36Z	2026-01-27T17:32:34Z	SUB15970219	083-HIV-A35G-75c-b-5-p_S83_L001_R1_001.fastq.gz, 083-HIV-A35G-75c-b-5-p_S83_L001_R2_001.fastq.gz
SRR37001905	052-HIV-A35G-25c-a-4-p	PRJNA1400640	SAMN54924562	ToBeReleased	2027-02-01	2026-01-27T17:29:37Z	2026-01-27T17:32:31Z	SUB15970195	052-HIV-A35G-25c-a-4-p_S52_L001_R1_001.fastq.gz, 052-HIV-A35G-25c-a-4-p_S52_L001_R2_001.fastq.gz
SRR37001904	053-HIV-A35G-25c-a-5-p	PRJNA1400640	SAMN54924563	ToBeReleased	2027-02-01	2026-01-27T17:29:37Z	2026-01-27T17:32:28Z	SUB15970195	053-HIV-A35G-25c-a-5-p_S53_L001_R1_001.fastq.gz, 053-HIV-A35G-25c-a-5-p_S53_L001_R2_001.fastq.gz
SRR37001898	082-HIV-A35G-75c-b-4-p	PRJNA1400640	SAMN54924660	ToBeReleased	2027-02-01	2026-01-27T17:29:36Z	2026-01-27T17:32:28Z	SUB15970219	082-HIV-A35G-75c-b-4-p_S82_L001_R1_001.fastq.gz, 082-HIV-A35G-75c-b-4-p_S82_L001_R2_001.fastq.gz
SRR37001911	087-HIV-A35G-80c-a-3-p	PRJNA1400640	SAMN54924666	ToBeReleased	2027-02-01	2026-01-27T17:30:27Z	2026-01-27T17:32:26Z	SUB15970221	087-HIV-A35G-80c-a-3-p_S87_L001_R1_001.fastq.gz, 087-HIV-A35G-80c-a-3-p_S87_L001_R2_001.fastq.gz
SRR37001899	081-HIV-A35G-75c-b-3-p	PRJNA1400640	SAMN54924659	ToBeReleased	2027-02-01	2026-01-27T17:29:36Z	2026-01-27T17:32:26Z	SUB15970219	081-HIV-A35G-75c-b-3-p_S81_L001_R1_001.fastq.gz, 081-HIV-A35G-75c-b-3-p_S81_L001_R2_001.fastq.gz
SRR37001901	079-HIV-A35G-75c-b-1-p	PRJNA1400640	SAMN54924657	ToBeReleased	2027-02-01	2026-01-27T17:29:36Z	2026-01-27T17:32:25Z	SUB15970219	079-HIV-A35G-75c-b-1-p_S79_L001_R1_001.fastq.gz, 079-HIV-A35G-75c-b-1-p_S79_L001_R2_001.fastq.gz
SRR37001910	088-HIV-A35G-80c-a-4-p	PRJNA1400640	SAMN54924667	ToBeReleased	2027-02-01	2026-01-27T17:30:27Z	2026-01-27T17:32:23Z	SUB15970221	088-HIV-A35G-80c-a-4-p_S88_L001_R1_001.fastq.gz, 088-HIV-A35G-80c-a-4-p_S88_L001_R2_001.fastq.gz
SRR37001900	080-HIV-A35G-75c-b-2-p	PRJNA1400640	SAMN54924658	ToBeReleased	2027-02-01	2026-01-27T17:29:36Z	2026-01-27T17:32:23Z	SUB15970219	080-HIV-A35G-75c-b-2-p_S80_L001_R1_001.fastq.gz, 080-HIV-A35G-75c-b-2-p_S80_L001_R2_001.fastq.gz
SRR37001906	050-HIV-A35G-25c-a-2-p	PRJNA1400640	SAMN54924560	ToBeReleased	2027-02-01	2026-01-27T17:29:37Z	2026-01-27T17:32:22Z	SUB15970195	050-HIV-A35G-25c-a-2-p_S50_L001_R1_001.fastq.gz, 050-HIV-A35G-25c-a-2-p_S50_L001_R2_001.fastq.gz
SRR37001850	043-HIV-UUCG-ES-80c-b-1-p	PRJNA1400640	SAMN54924552	ToBeReleased	2027-02-01	2026-01-27T17:29:29Z	2026-01-27T17:32:02Z	SUB15970188	043-HIV-UUCG-ES-80c-b-1-p_S43_L001_R1_001.fastq.gz, 043-HIV-UUCG-ES-80c-b-1-p_S43_L001_R2_001.fastq.gz
SRR37001849	044-HIV-UUCG-ES-80c-b-2-p	PRJNA1400640	SAMN54924553	ToBeReleased	2027-02-01	2026-01-27T17:29:29Z	2026-01-27T17:31:57Z	SUB15970188	044-HIV-UUCG-ES-80c-b-2-p_S44_L001_R1_001.fastq.gz, 044-HIV-UUCG-ES-80c-b-2-p_S44_L001_R2_001.fastq.gz
SRR37001848	045-HIV-UUCG-ES-80c-b-3-p	PRJNA1400640	SAMN54924554	ToBeReleased	2027-02-01	2026-01-27T17:29:29Z	2026-01-27T17:31:51Z	SUB15970188	045-HIV-UUCG-ES-80c-b-3-p_S45_L001_R1_001.fastq.gz, 045-HIV-UUCG-ES-80c-b-3-p_S45_L001_R2_001.fastq.gz
SRR37001847	047-HIV-UUCG-ES-80c-b-5-p	PRJNA1400640	SAMN54924556	ToBeReleased	2027-02-01	2026-01-27T17:29:28Z	2026-01-27T17:31:49Z	SUB15970188	047-HIV-UUCG-ES-80c-b-5-p_S47_L001_R1_001.fastq.gz, 047-HIV-UUCG-ES-80c-b-5-p_S47_L001_R2_001.fastq.gz
SRR37001844	019-HIV-C30U-70c-b-1-p	PRJNA1400640	SAMN54924720	ToBeReleased	2027-02-01	2026-01-27T17:29:28Z	2026-01-27T17:31:46Z	SUB15970246	019-HIV-C30U-70c-b-1-p_S19_L001_R1_001.fastq.gz, 019-HIV-C30U-70c-b-1-p_S19_L001_R2_001.fastq.gz
SRR37001846	048-HIV-UUCG-ES-80c-b-6-p	PRJNA1400640	SAMN54924557	ToBeReleased	2027-02-01	2026-01-27T17:29:28Z	2026-01-27T17:31:44Z	SUB15970188	048-HIV-UUCG-ES-80c-b-6-p_S48_L001_R1_001.fastq.gz, 048-HIV-UUCG-ES-80c-b-6-p_S48_L001_R2_001.fastq.gz
SRR37001845	072-HIV-UUCG-ES-80c-b-6-m	PRJNA1400640	SAMN54924558	ToBeReleased	2027-02-01	2026-01-27T17:29:28Z	2026-01-27T17:31:41Z	SUB15970188	072-HIV-UUCG-ES-80c-b-6-m_S72_L001_R1_001.fastq.gz, 072-HIV-UUCG-ES-80c-b-6-m_S72_L001_R2_001.fastq.gz
SRR37001842	021-HIV-C30U-70c-b-3-p	PRJNA1400640	SAMN54924722	ToBeReleased	2027-02-01	2026-01-27T17:29:28Z	2026-01-27T17:31:41Z	SUB15970246	021-HIV-C30U-70c-b-3-p_S21_L001_R1_001.fastq.gz, 021-HIV-C30U-70c-b-3-p_S21_L001_R2_001.fastq.gz
SRR37001843	020-HIV-C30U-70c-b-2-p	PRJNA1400640	SAMN54924721	ToBeReleased	2027-02-01	2026-01-27T17:29:28Z	2026-01-27T17:31:39Z	SUB15970246	020-HIV-C30U-70c-b-2-p_S20_L001_R1_001.fastq.gz, 020-HIV-C30U-70c-b-2-p_S20_L001_R2_001.fastq.gz
SRR37001841	022-HIV-C30U-70c-b-4-p	PRJNA1400640	SAMN54924723	ToBeReleased	2027-02-01	2026-01-27T17:29:27Z	2026-01-27T17:31:35Z	SUB15970246	022-HIV-C30U-70c-b-4-p_S22_L001_R1_001.fastq.gz, 022-HIV-C30U-70c-b-4-p_S22_L001_R2_001.fastq.gz
SRR37001839	024-HIV-C30U-70c-b-6-p	PRJNA1400640	SAMN54924725	ToBeReleased	2027-02-01	2026-01-27T17:29:27Z	2026-01-27T17:31:35Z	SUB15970246	024-HIV-C30U-70c-b-6-p_S24_L001_R1_001.fastq.gz, 024-HIV-C30U-70c-b-6-p_S24_L001_R2_001.fastq.gz
SRR37001838	084-HIV-C30U-70c-b-6-m	PRJNA1400640	SAMN54924726	ToBeReleased	2027-02-01	2026-01-27T17:29:27Z	2026-01-27T17:31:34Z	SUB15970246	084-HIV-C30U-70c-b-6-m_S84_L001_R1_001.fastq.gz, 084-HIV-C30U-70c-b-6-m_S84_L001_R2_001.fastq.gz
SRR37001840	023-HIV-C30U-70c-b-5-p	PRJNA1400640	SAMN54924724	ToBeReleased	2027-02-01	2026-01-27T17:29:27Z	2026-01-27T17:31:34Z	SUB15970246	023-HIV-C30U-70c-b-5-p_S23_L001_R1_001.fastq.gz, 023-HIV-C30U-70c-b-5-p_S23_L001_R2_001.fastq.gz
SRR37001707	027-HIV-UUCG-ES-75c-a-3-p	PRJNA1400640	SAMN54924260	ToBeReleased	2027-02-01	2026-01-27T17:06:26Z	2026-01-27T17:11:54Z	SUB15970184	027-HIV-UUCG-ES-75c-a-3-p_S27_L001_R1_001.fastq.gz, 027-HIV-UUCG-ES-75c-a-3-p_S27_L001_R2_001.fastq.gz
SRR37001704	030-HIV-UUCG-ES-75c-a-6-p	PRJNA1400640	SAMN54924263	ToBeReleased	2027-02-01	2026-01-27T17:06:26Z	2026-01-27T17:11:52Z	SUB15970184	030-HIV-UUCG-ES-75c-a-6-p_S30_L001_R1_001.fastq.gz, 030-HIV-UUCG-ES-75c-a-6-p_S30_L001_R2_001.fastq.gz
SRR37001685	022-HIV-UUCG-ES-70c-b-4-p	PRJNA1400640	SAMN54924240	ToBeReleased	2027-02-01	2026-01-27T17:04:27Z	2026-01-27T17:11:52Z	SUB15970173	022-HIV-UUCG-ES-70c-b-4-p_S22_L001_R1_001.fastq.gz, 022-HIV-UUCG-ES-70c-b-4-p_S22_L001_R2_001.fastq.gz
SRR37001684	023-HIV-UUCG-ES-70c-b-5-p	PRJNA1400640	SAMN54924241	ToBeReleased	2027-02-01	2026-01-27T17:04:26Z	2026-01-27T17:11:51Z	SUB15970173	023-HIV-UUCG-ES-70c-b-5-p_S23_L001_R1_001.fastq.gz, 023-HIV-UUCG-ES-70c-b-5-p_S23_L001_R2_001.fastq.gz
SRR37001709	025-HIV-UUCG-ES-75c-a-1-p	PRJNA1400640	SAMN54924258	ToBeReleased	2027-02-01	2026-01-27T17:06:26Z	2026-01-27T17:11:47Z	SUB15970184	025-HIV-UUCG-ES-75c-a-1-p_S25_L001_R1_001.fastq.gz, 025-HIV-UUCG-ES-75c-a-1-p_S25_L001_R2_001.fastq.gz
SRR37001705	029-HIV-UUCG-ES-75c-a-5-p	PRJNA1400640	SAMN54924262	ToBeReleased	2027-02-01	2026-01-27T17:06:26Z	2026-01-27T17:11:44Z	SUB15970184	029-HIV-UUCG-ES-75c-a-5-p_S29_L001_R1_001.fastq.gz, 029-HIV-UUCG-ES-75c-a-5-p_S29_L001_R2_001.fastq.gz
SRR37001682	068-HIV-UUCG-ES-70c-b-6-m	PRJNA1400640	SAMN54924243	ToBeReleased	2027-02-01	2026-01-27T17:04:26Z	2026-01-27T17:11:42Z	SUB15970173	068-HIV-UUCG-ES-70c-b-6-m_S68_L001_R1_001.fastq.gz, 068-HIV-UUCG-ES-70c-b-6-m_S68_L001_R2_001.fastq.gz
SRR37001677	041-HIV-UUCG-ES-80c-a-5-p	PRJNA1400640	SAMN54924277	ToBeReleased	2027-02-01	2026-01-27T17:03:29Z	2026-01-27T17:11:39Z	SUB15970187	041-HIV-UUCG-ES-80c-a-5-p_S41_L001_R1_001.fastq.gz, 041-HIV-UUCG-ES-80c-a-5-p_S41_L001_R2_001.fastq.gz
SRR37001687	020-HIV-UUCG-ES-70c-b-2-p	PRJNA1400640	SAMN54924238	ToBeReleased	2027-02-01	2026-01-27T17:04:27Z	2026-01-27T17:11:37Z	SUB15970173	020-HIV-UUCG-ES-70c-b-2-p_S20_L001_R1_001.fastq.gz, 020-HIV-UUCG-ES-70c-b-2-p_S20_L001_R2_001.fastq.gz
SRR37001683	024-HIV-UUCG-ES-70c-b-6-p	PRJNA1400640	SAMN54924242	ToBeReleased	2027-02-01	2026-01-27T17:04:26Z	2026-01-27T17:11:32Z	SUB15970173	024-HIV-UUCG-ES-70c-b-6-p_S24_L001_R1_001.fastq.gz, 024-HIV-UUCG-ES-70c-b-6-p_S24_L001_R2_001.fastq.gz
SRR37001686	021-HIV-UUCG-ES-70c-b-3-p	PRJNA1400640	SAMN54924239	ToBeReleased	2027-02-01	2026-01-27T17:04:27Z	2026-01-27T17:11:27Z	SUB15970173	021-HIV-UUCG-ES-70c-b-3-p_S21_L001_R1_001.fastq.gz, 021-HIV-UUCG-ES-70c-b-3-p_S21_L001_R2_001.fastq.gz
SRR37001708	026-HIV-UUCG-ES-75c-a-2-p	PRJNA1400640	SAMN54924259	ToBeReleased	2027-02-01	2026-01-27T17:06:26Z	2026-01-27T17:11:22Z	SUB15970184	026-HIV-UUCG-ES-75c-a-2-p_S26_L001_R1_001.fastq.gz, 026-HIV-UUCG-ES-75c-a-2-p_S26_L001_R2_001.fastq.gz
SRR37001688	019-HIV-UUCG-ES-70c-b-1-p	PRJNA1400640	SAMN54924237	ToBeReleased	2027-02-01	2026-01-27T17:04:27Z	2026-01-27T17:11:16Z	SUB15970173	019-HIV-UUCG-ES-70c-b-1-p_S19_L001_R1_001.fastq.gz, 019-HIV-UUCG-ES-70c-b-1-p_S19_L001_R2_001.fastq.gz
SRR37001678	040-HIV-UUCG-ES-80c-a-4-p	PRJNA1400640	SAMN54924276	ToBeReleased	2027-02-01	2026-01-27T17:03:29Z	2026-01-27T17:11:11Z	SUB15970187	040-HIV-UUCG-ES-80c-a-4-p_S40_L001_R1_001.fastq.gz, 040-HIV-UUCG-ES-80c-a-4-p_S40_L001_R2_001.fastq.gz
SRR37001676	042-HIV-UUCG-ES-80c-a-6-p	PRJNA1400640	SAMN54924278	ToBeReleased	2027-02-01	2026-01-27T17:03:29Z	2026-01-27T17:11:06Z	SUB15970187	042-HIV-UUCG-ES-80c-a-6-p_S42_L001_R1_001.fastq.gz, 042-HIV-UUCG-ES-80c-a-6-p_S42_L001_R2_001.fastq.gz
SRR37001681	037-HIV-UUCG-ES-80c-a-1-p	PRJNA1400640	SAMN54924273	ToBeReleased	2027-02-01	2026-01-27T17:03:29Z	2026-01-27T17:11:01Z	SUB15970187	037-HIV-UUCG-ES-80c-a-1-p_S37_L001_R1_001.fastq.gz, 037-HIV-UUCG-ES-80c-a-1-p_S37_L001_R2_001.fastq.gz
SRR37001703	069-HIV-UUCG-ES-75c-a-6-m	PRJNA1400640	SAMN54924264	ToBeReleased	2027-02-01	2026-01-27T17:06:26Z	2026-01-27T17:10:57Z	SUB15970184	069-HIV-UUCG-ES-75c-a-6-m_S69_L001_R1_001.fastq.gz, 069-HIV-UUCG-ES-75c-a-6-m_S69_L001_R2_001.fastq.gz
SRR37001679	039-HIV-UUCG-ES-80c-a-3-p	PRJNA1400640	SAMN54924275	ToBeReleased	2027-02-01	2026-01-27T17:03:29Z	2026-01-27T17:10:52Z	SUB15970187	039-HIV-UUCG-ES-80c-a-3-p_S39_L001_R1_001.fastq.gz, 039-HIV-UUCG-ES-80c-a-3-p_S39_L001_R2_001.fastq.gz
SRR37001706	028-HIV-UUCG-ES-75c-a-4-p	PRJNA1400640	SAMN54924261	ToBeReleased	2027-02-01	2026-01-27T17:06:26Z	2026-01-27T17:10:47Z	SUB15970184	028-HIV-UUCG-ES-75c-a-4-p_S28_L001_R1_001.fastq.gz, 028-HIV-UUCG-ES-75c-a-4-p_S28_L001_R2_001.fastq.gz
SRR37001680	038-HIV-UUCG-ES-80c-a-2-p	PRJNA1400640	SAMN54924274	ToBeReleased	2027-02-01	2026-01-27T17:03:29Z	2026-01-27T17:10:42Z	SUB15970187	038-HIV-UUCG-ES-80c-a-2-p_S38_L001_R1_001.fastq.gz, 038-HIV-UUCG-ES-80c-a-2-p_S38_L001_R2_001.fastq.gz
SRR37001675	071-HIV-UUCG-ES-80c-a-6-m	PRJNA1400640	SAMN54924279	ToBeReleased	2027-02-01	2026-01-27T17:03:29Z	2026-01-27T17:10:37Z	SUB15970187	071-HIV-UUCG-ES-80c-a-6-m_S71_L001_R1_001.fastq.gz, 071-HIV-UUCG-ES-80c-a-6-m_S71_L001_R2_001.fastq.gz
